topic #,seat_type,coal,ncoal,topic_id,top_words
11,list,0.0363080770479608,0.032363665998967,1228,"['frag', 'bundesregier', 'geschaftsbereich', 'kollegin', 'staatssekretarin', 'bundesministerium', 'beantwort', 'beantwortet', 'schriftlich', 'frau']"
11,sum,0.04786659445502935,0.04549577537306875,1228,"['frag', 'bundesregier', 'geschaftsbereich', 'kollegin', 'staatssekretarin', 'bundesministerium', 'beantwort', 'beantwortet', 'schriftlich', 'frau']"
12,direct,0.0495970904649161,0.0231251039859569,1215,"['umweltpolit', 'okosteu', 'okolog', 'umweltschutz', 'naturschutz', 'trittin', 'umwelt', 'steuerreform', 'rotgrun', 'polit']"
12,list,0.0355943381614432,0.0338247391527025,1215,"['umweltpolit', 'okosteu', 'okolog', 'umweltschutz', 'naturschutz', 'trittin', 'umwelt', 'steuerreform', 'rotgrun', 'polit']"
12,sum,0.06039288339390125,0.04538729114568095,1215,"['umweltpolit', 'okosteu', 'okolog', 'umweltschutz', 'naturschutz', 'trittin', 'umwelt', 'steuerreform', 'rotgrun', 'polit']"
13,direct,0.0283185924185283,0.0284908358810757,1206,"['nachhalt', 'entwickl', 'nachhaltigkeitsstrategi', 'beirat', 'polit', 'sozial', 'ziel', 'okolog', 'indikator', 'generation']"
13,list,0.0285200475432211,0.0282156746608733,1206,"['nachhalt', 'entwickl', 'nachhaltigkeitsstrategi', 'beirat', 'polit', 'sozial', 'ziel', 'okolog', 'indikator', 'generation']"
13,sum,0.04267934375248525,0.04246109260141115,1206,"['nachhalt', 'entwickl', 'nachhaltigkeitsstrategi', 'beirat', 'polit', 'sozial', 'ziel', 'okolog', 'indikator', 'generation']"
14,direct,0.0382948395870767,0.0307014625731132,1223,"['kernenergi', 'kernkraftwerk', 'ausstieg', 'energiepolit', 'atomenergi', 'atomkraftwerk', 'kraftwerk', 'strom', 'energieversorg', 'deutschland']"
14,list,0.0333732440726104,0.0251052067138433,1223,"['kernenergi', 'kernkraftwerk', 'ausstieg', 'energiepolit', 'atomenergi', 'atomkraftwerk', 'kraftwerk', 'strom', 'energieversorg', 'deutschland']"
14,sum,0.052520663866148745,0.0404559380003999,1223,"['kernenergi', 'kernkraftwerk', 'ausstieg', 'energiepolit', 'atomenergi', 'atomkraftwerk', 'kraftwerk', 'strom', 'energieversorg', 'deutschland']"
15,direct,0.044445164659011,0.0353651292690855,1216,"['forschung', 'bildung', 'wissenschaft', 'hochschul', 'innovation', 'hightechstrategi', 'deutschland', 'neu', 'entwickl', 'bereich']"
15,list,0.0253007137176608,0.0224041526812902,1216,"['forschung', 'bildung', 'wissenschaft', 'hochschul', 'innovation', 'hightechstrategi', 'deutschland', 'neu', 'entwickl', 'bereich']"
15,sum,0.047523296047166305,0.04008671731583295,1216,"['forschung', 'bildung', 'wissenschaft', 'hochschul', 'innovation', 'hightechstrategi', 'deutschland', 'neu', 'entwickl', 'bereich']"
16,direct,0.0303130952157496,0.0290893074648331,1218,"['kind', 'famili', 'mensch', 'jugend', 'gesellschaft', 'jung', 'elt', 'frau', 'leb', 'schul']"
16,list,0.0301064403288384,0.0316485123041227,1218,"['kind', 'famili', 'mensch', 'jugend', 'gesellschaft', 'jung', 'elt', 'frau', 'leb', 'schul']"
16,sum,0.0452629879367132,0.04619316603653925,1218,"['kind', 'famili', 'mensch', 'jugend', 'gesellschaft', 'jung', 'elt', 'frau', 'leb', 'schul']"
17,direct,0.0228105414880536,0.0322159136033848,1209,"['entwicklungspolit', 'entwicklungsland', 'afrika', 'entwicklungszusammenarbeit', 'afrikan', 'land', 'mensch', 'armut', 'entwickl', 'global']"
17,list,0.0192370417770762,0.0380223778640615,1209,"['entwicklungspolit', 'entwicklungsland', 'afrika', 'entwicklungszusammenarbeit', 'afrikan', 'land', 'mensch', 'armut', 'entwickl', 'global']"
17,sum,0.030642312521103,0.0541303346657539,1209,"['entwicklungspolit', 'entwicklungsland', 'afrika', 'entwicklungszusammenarbeit', 'afrikan', 'land', 'mensch', 'armut', 'entwickl', 'global']"
18,direct,0.03193347809315,0.0242685288092734,1225,"['antrag', 'grun', 'link', 'fdp', 'meer', 'fraktion', 'forder', 'spd', 'bundnis', 'ford']"
18,list,0.0334628460735456,0.0414061258467938,1225,"['antrag', 'grun', 'link', 'fdp', 'meer', 'fraktion', 'forder', 'spd', 'bundnis', 'ford']"
18,sum,0.0494295851201206,0.053540390251430495,1225,"['antrag', 'grun', 'link', 'fdp', 'meer', 'fraktion', 'forder', 'spd', 'bundnis', 'ford']"
19,direct,0.0390613231314452,0.033476939685403,1205,"['euro', 'million', 'mittel', 'haushalt', 'einzelplan', 'jahr', 'verfug', 'programm', 'milliard', 'bereich']"
19,list,0.0352244369587212,0.0348001879818378,1205,"['euro', 'million', 'mittel', 'haushalt', 'einzelplan', 'jahr', 'verfug', 'programm', 'milliard', 'bereich']"
19,sum,0.054755098524443796,0.0515386578245393,1205,"['euro', 'million', 'mittel', 'haushalt', 'einzelplan', 'jahr', 'verfug', 'programm', 'milliard', 'bereich']"
20,direct,0.0358488274624358,0.0428333142453321,1212,"['milliard', 'euro', 'haushalt', 'schuld', 'investition', 'jahr', 'koalition', 'geld', 'bund', 'bundeshaushalt']"
20,list,0.0299521689080673,0.0418280969125836,1212,"['milliard', 'euro', 'haushalt', 'schuld', 'investition', 'jahr', 'koalition', 'geld', 'bund', 'bundeshaushalt']"
20,sum,0.047876582639285195,0.06324475403524965,1212,"['milliard', 'euro', 'haushalt', 'schuld', 'investition', 'jahr', 'koalition', 'geld', 'bund', 'bundeshaushalt']"
21,direct,0.0592957444134716,0.0298215991911355,1204,"['erneuerbar', 'energi', 'eeg', 'ausbau', 'strom', 'erneuerbareenergiengesetz', 'energieversorg', 'anteil', 'fossil', 'klimaschutz']"
21,list,0.040130637058491,0.0367087973483681,1204,"['erneuerbar', 'energi', 'eeg', 'ausbau', 'strom', 'erneuerbareenergiengesetz', 'energieversorg', 'anteil', 'fossil', 'klimaschutz']"
21,sum,0.0697785092652268,0.05161959694393585,1204,"['erneuerbar', 'energi', 'eeg', 'ausbau', 'strom', 'erneuerbareenergiengesetz', 'energieversorg', 'anteil', 'fossil', 'klimaschutz']"
22,direct,0.0361061641358249,0.0497132166595496,1229,"['russland', 'aussenpolit', 'polit', 'staat', 'deutsch', 'menschenrecht', 'mensch', 'nation', 'vereint', 'krieg']"
22,list,0.0360518947799349,0.0409621639137659,1229,"['russland', 'aussenpolit', 'polit', 'staat', 'deutsch', 'menschenrecht', 'mensch', 'nation', 'vereint', 'krieg']"
22,sum,0.054104976847847354,0.0658187722435407,1229,"['russland', 'aussenpolit', 'polit', 'staat', 'deutsch', 'menschenrecht', 'mensch', 'nation', 'vereint', 'krieg']"
23,direct,0.0520833840634095,0.0379731525434944,1207,"['klimaschutz', 'international', 'konferenz', 'deutschland', 'paris', 'klimawandel', 'china', 'entwicklungsland', 'ziel', 'kopenhag']"
23,list,0.0431272841198084,0.0344328666987309,1207,"['klimaschutz', 'international', 'konferenz', 'deutschland', 'paris', 'klimawandel', 'china', 'entwicklungsland', 'ziel', 'kopenhag']"
23,sum,0.06916897615151316,0.0534194429704781,1207,"['klimaschutz', 'international', 'konferenz', 'deutschland', 'paris', 'klimawandel', 'china', 'entwicklungsland', 'ziel', 'kopenhag']"
24,direct,0.0482465975190479,0.0426455206511827,1227,"['prozent', 'jahr', 'ziel', 'erreich', 'anteil', 'deutschland', 'zahl', 'tonn', 'coemission', 'erreicht']"
24,list,0.0399596422213412,0.036984829761056,1227,"['prozent', 'jahr', 'ziel', 'erreich', 'anteil', 'deutschland', 'zahl', 'tonn', 'coemission', 'erreicht']"
24,sum,0.06408294098086514,0.05830759008664735,1227,"['prozent', 'jahr', 'ziel', 'erreich', 'anteil', 'deutschland', 'zahl', 'tonn', 'coemission', 'erreicht']"
25,direct,0.0448072157370852,0.062547302501997,1203,"['europa', 'union', 'kommission', 'mitgliedstaat', 'vertrag', 'rat', 'gemeinsam', 'national', 'europas', 'parlament']"
25,list,0.0363070095102032,0.0377276318632622,1203,"['europa', 'union', 'kommission', 'mitgliedstaat', 'vertrag', 'rat', 'gemeinsam', 'national', 'europas', 'parlament']"
25,sum,0.058710617378745805,0.06900128311426071,1203,"['europa', 'union', 'kommission', 'mitgliedstaat', 'vertrag', 'rat', 'gemeinsam', 'national', 'europas', 'parlament']"
26,direct,0.0407115952192518,0.0593584385172041,1224,"['unternehm', 'mittelstand', 'deutschland', 'wirtschaft', 'arbeitsplatz', 'arbeitslos', 'neu', 'arbeitsmarkt', 'arbeitnehm', 'wachstum']"
26,list,0.0376396468016251,0.0403779429395205,1224,"['unternehm', 'mittelstand', 'deutschland', 'wirtschaft', 'arbeitsplatz', 'arbeitslos', 'neu', 'arbeitsmarkt', 'arbeitnehm', 'wachstum']"
26,sum,0.057995444411251,0.07005716219812255,1224,"['unternehm', 'mittelstand', 'deutschland', 'wirtschaft', 'arbeitsplatz', 'arbeitslos', 'neu', 'arbeitsmarkt', 'arbeitnehm', 'wachstum']"
27,direct,0.0514182095702923,0.0408075617169259,1213,"['gesetz', 'gesetzentwurf', 'regel', 'entwurf', 'ander', 'berat', 'bundestag', 'bundesrat', 'vorlieg', 'bundesregier']"
27,list,0.0479625251225493,0.0402340682239657,1213,"['gesetz', 'gesetzentwurf', 'regel', 'entwurf', 'ander', 'berat', 'bundestag', 'bundesrat', 'vorlieg', 'bundesregier']"
27,sum,0.07367162990769545,0.06063784908242865,1213,"['gesetz', 'gesetzentwurf', 'regel', 'entwurf', 'ander', 'berat', 'bundestag', 'bundesrat', 'vorlieg', 'bundesregier']"
28,direct,0.0549656627107516,0.0496499242608153,1220,"['herr', 'sag', 'gesagt', 'red', 'frau', 'wirklich', 'minist', 'dam', 'schon', 'eigent']"
28,list,0.0541902572945407,0.0680386681801653,1220,"['herr', 'sag', 'gesagt', 'red', 'frau', 'wirklich', 'minist', 'dam', 'schon', 'eigent']"
28,sum,0.0816730886499165,0.09286363031057294,1220,"['herr', 'sag', 'gesagt', 'red', 'frau', 'wirklich', 'minist', 'dam', 'schon', 'eigent']"
29,direct,0.0807220939587656,0.0796255117952563,1201,"['sag', 'ganz', 'glaub', 'thema', 'gut', 'wichtig', 'bereich', 'gibt', 'geht', 'natur']"
29,list,0.0541912887383859,0.0561251207750194,1201,"['sag', 'ganz', 'glaub', 'thema', 'gut', 'wichtig', 'bereich', 'gibt', 'geht', 'natur']"
29,sum,0.09455233571776869,0.09593787667264755,1201,"['sag', 'ganz', 'glaub', 'thema', 'gut', 'wichtig', 'bereich', 'gibt', 'geht', 'natur']"
