topic #,seat_type,coal,ncoal,topic_id,top_words
12,direct,0.0297203153860157,0.0256751755273129,4896,"['ost', 'neu', 'ostdeutschland', 'bundesland', 'ostdeutsch', 'west', 'einheit', 'aufbau', 'region', 'jahr']"
12,list,0.0231136436298578,0.0258014505085704,4896,"['ost', 'neu', 'ostdeutschland', 'bundesland', 'ostdeutsch', 'west', 'einheit', 'aufbau', 'region', 'jahr']"
12,sum,0.03797380132286565,0.03863903827222685,4896,"['ost', 'neu', 'ostdeutschland', 'bundesland', 'ostdeutsch', 'west', 'einheit', 'aufbau', 'region', 'jahr']"
13,direct,0.0105853314522453,0.0310529976069305,4872,"['ausschuss', 'abgeordnet', 'drucksach', 'berat', 'uberweisungsvorschlag', 'fraktion', 'beschlussempfehl', 'reaktorsich', 'rechtsausschuss', 'naturschutz']"
13,list,0.0953794422597673,0.0429832920546834,4872,"['ausschuss', 'abgeordnet', 'drucksach', 'berat', 'uberweisungsvorschlag', 'fraktion', 'beschlussempfehl', 'reaktorsich', 'rechtsausschuss', 'naturschutz']"
13,sum,0.10067210798588995,0.058509790858148655,4872,"['ausschuss', 'abgeordnet', 'drucksach', 'berat', 'uberweisungsvorschlag', 'fraktion', 'beschlussempfehl', 'reaktorsich', 'rechtsausschuss', 'naturschutz']"
14,direct,0.0381241855214343,0.0293519289974287,4891,"['forschung', 'bildung', 'wissenschaft', 'innovation', 'hochschul', 'bereich', 'hightechstrategi', 'neu', 'entwickl', 'deutschland']"
14,list,0.0219624677979249,0.0270387858422595,4891,"['forschung', 'bildung', 'wissenschaft', 'innovation', 'hochschul', 'bereich', 'hightechstrategi', 'neu', 'entwickl', 'deutschland']"
14,sum,0.04102456055864205,0.041714750340973855,4891,"['forschung', 'bildung', 'wissenschaft', 'innovation', 'hochschul', 'bereich', 'hightechstrategi', 'neu', 'entwickl', 'deutschland']"
15,direct,0.0279671779295315,0.0327452285048419,4885,"['entwicklungspolit', 'entwicklungsland', 'afrika', 'entwicklungszusammenarbeit', 'land', 'international', 'entwickl', 'global', 'afrikan', 'china']"
15,list,0.0205747957271514,0.0345134511730159,4885,"['entwicklungspolit', 'entwicklungsland', 'afrika', 'entwicklungszusammenarbeit', 'land', 'international', 'entwickl', 'global', 'afrikan', 'china']"
15,sum,0.03455838469191715,0.05088606542543685,4885,"['entwicklungspolit', 'entwicklungsland', 'afrika', 'entwicklungszusammenarbeit', 'land', 'international', 'entwickl', 'global', 'afrikan', 'china']"
16,direct,0.031950227984227,0.0319052589596369,4882,"['kernenergi', 'kernkraftwerk', 'gorleb', 'ausstieg', 'endlag', 'abfall', 'zwischenlag', 'transport', 'entsorg', 'deutschland']"
16,list,0.0251189113906072,0.0281950907049283,4882,"['kernenergi', 'kernkraftwerk', 'gorleb', 'ausstieg', 'endlag', 'abfall', 'zwischenlag', 'transport', 'entsorg', 'deutschland']"
16,sum,0.0410940253827207,0.04414772018474675,4882,"['kernenergi', 'kernkraftwerk', 'gorleb', 'ausstieg', 'endlag', 'abfall', 'zwischenlag', 'transport', 'entsorg', 'deutschland']"
17,direct,0.0296235779761529,0.026536688450197,4877,"['nachhalt', 'entwickl', 'okolog', 'wald', 'nachhaltigkeitsstrategi', 'polit', 'sozial', 'beirat', 'ziel', 'enquetekommission']"
17,list,0.0278838814136041,0.0310936380233159,4877,"['nachhalt', 'entwickl', 'okolog', 'wald', 'nachhaltigkeitsstrategi', 'polit', 'sozial', 'beirat', 'ziel', 'enquetekommission']"
17,sum,0.042695670401680555,0.0443619822484144,4877,"['nachhalt', 'entwickl', 'okolog', 'wald', 'nachhaltigkeitsstrategi', 'polit', 'sozial', 'beirat', 'ziel', 'enquetekommission']"
18,direct,0.036660735050676,0.028242069534926,4893,"['wettbewerb', 'verbrauch', 'strom', 'verbraucherinn', 'netz', 'markt', 'preis', 'mehr', 'strompreis', 'stadtwerk']"
18,list,0.030297192932634,0.0270255661318989,4893,"['wettbewerb', 'verbrauch', 'strom', 'verbraucherinn', 'netz', 'markt', 'preis', 'mehr', 'strompreis', 'stadtwerk']"
18,sum,0.048627560457971994,0.041146600899361896,4893,"['wettbewerb', 'verbrauch', 'strom', 'verbraucherinn', 'netz', 'markt', 'preis', 'mehr', 'strompreis', 'stadtwerk']"
19,direct,0.0479593209040462,0.0251873221063374,4881,"['klimaschutz', 'emissionshandel', 'ziel', 'deutschland', 'international', 'klimawandel', 'klimapolit', 'erreich', 'emission', 'tonn']"
19,list,0.0334970222421855,0.0301415658754066,4881,"['klimaschutz', 'emissionshandel', 'ziel', 'deutschland', 'international', 'klimawandel', 'klimapolit', 'erreich', 'emission', 'tonn']"
19,sum,0.0574766826942086,0.0427352269285753,4881,"['klimaschutz', 'emissionshandel', 'ziel', 'deutschland', 'international', 'klimawandel', 'klimapolit', 'erreich', 'emission', 'tonn']"
20,direct,0.0314485752082032,0.0294003873711345,4886,"['antrag', 'grun', 'fraktion', 'link', 'abgeordnet', 'bundnis', 'spd', 'fdp', 'abstimm', 'cducsu']"
20,list,0.041295866923779,0.0398646924848834,4886,"['antrag', 'grun', 'fraktion', 'link', 'abgeordnet', 'bundnis', 'spd', 'fdp', 'abstimm', 'cducsu']"
20,sum,0.0570201545278806,0.05456488617045065,4886,"['antrag', 'grun', 'fraktion', 'link', 'abgeordnet', 'bundnis', 'spd', 'fdp', 'abstimm', 'cducsu']"
21,direct,0.0341776259043888,0.0422598188386678,4889,"['unternehm', 'mittelstand', 'wirtschaft', 'deutschland', 'arbeitsplatz', 'klein', 'deutsch', 'wirtschaftspolit', 'industri', 'handwerk']"
21,list,0.0256210343672807,0.0316825484129825,4889,"['unternehm', 'mittelstand', 'wirtschaft', 'deutschland', 'arbeitsplatz', 'klein', 'deutsch', 'wirtschaftspolit', 'industri', 'handwerk']"
21,sum,0.0427098473194751,0.0528124578323164,4889,"['unternehm', 'mittelstand', 'wirtschaft', 'deutschland', 'arbeitsplatz', 'klein', 'deutsch', 'wirtschaftspolit', 'industri', 'handwerk']"
22,direct,0.052497347544498,0.0310206826954109,4874,"['erneuerbar', 'energi', 'eeg', 'ausbau', 'strom', 'anteil', 'erneuerbareenergiengesetz', 'forder', 'fossil', 'energieversorg']"
22,list,0.0373089224014629,0.0372439231968145,4874,"['erneuerbar', 'energi', 'eeg', 'ausbau', 'strom', 'anteil', 'erneuerbareenergiengesetz', 'forder', 'fossil', 'energieversorg']"
22,sum,0.0635575961737119,0.05275426454451995,4874,"['erneuerbar', 'energi', 'eeg', 'ausbau', 'strom', 'anteil', 'erneuerbareenergiengesetz', 'forder', 'fossil', 'energieversorg']"
23,direct,0.0400784421270024,0.0434794975430856,4878,"['euro', 'milliard', 'million', 'haushalt', 'mittel', 'jahr', 'geld', 'einzelplan', 'investition', 'verfug']"
23,list,0.0302188452222791,0.0378793506901265,4878,"['euro', 'milliard', 'million', 'haushalt', 'mittel', 'jahr', 'geld', 'einzelplan', 'investition', 'verfug']"
23,sum,0.0502580662857803,0.059619099461669295,4878,"['euro', 'milliard', 'million', 'haushalt', 'mittel', 'jahr', 'geld', 'einzelplan', 'investition', 'verfug']"
24,direct,0.0444885295165398,0.0558846822349393,4873,"['europa', 'union', 'kommission', 'mitgliedstaat', 'deutsch', 'deutschland', 'gemeinsam', 'europas', 'rat', 'national']"
24,list,0.033764667468951,0.0360705058776232,4873,"['europa', 'union', 'kommission', 'mitgliedstaat', 'deutsch', 'deutschland', 'gemeinsam', 'europas', 'rat', 'national']"
24,sum,0.056008932227220906,0.06401284699509285,4873,"['europa', 'union', 'kommission', 'mitgliedstaat', 'deutsch', 'deutschland', 'gemeinsam', 'europas', 'rat', 'national']"
25,direct,0.0462216466001565,0.0383787233031781,4892,"['gesetzentwurf', 'gesetz', 'bundesregier', 'regel', 'berat', 'ander', 'entwurf', 'vorlieg', 'bundesrat', 'zustimm']"
25,list,0.0472682972481706,0.0412587602893714,4892,"['gesetzentwurf', 'gesetz', 'bundesregier', 'regel', 'berat', 'ander', 'entwurf', 'vorlieg', 'bundesrat', 'zustimm']"
25,sum,0.07037912054824885,0.06044812194096045,4892,"['gesetzentwurf', 'gesetz', 'bundesregier', 'regel', 'berat', 'ander', 'entwurf', 'vorlieg', 'bundesrat', 'zustimm']"
26,direct,0.0482397404782872,0.0459337357384101,4876,"['prozent', 'jahr', 'anteil', 'zahl', 'deutschland', 'ziel', 'letzt', 'erreich', 'hoh', 'milliard']"
26,list,0.0345215246227597,0.0373895748956995,4876,"['prozent', 'jahr', 'anteil', 'zahl', 'deutschland', 'ziel', 'letzt', 'erreich', 'hoh', 'milliard']"
26,sum,0.0586413948619033,0.06035644276490455,4876,"['prozent', 'jahr', 'anteil', 'zahl', 'deutschland', 'ziel', 'letzt', 'erreich', 'hoh', 'milliard']"
27,direct,0.038809201295811,0.0565270321710473,4884,"['mensch', 'land', 'mehr', 'sozial', 'kind', 'arbeit', 'deutschland', 'arbeitslos', 'polit', 'brauch']"
27,list,0.0360051524976434,0.0447964394344441,4884,"['mensch', 'land', 'mehr', 'sozial', 'kind', 'arbeit', 'deutschland', 'arbeitslos', 'polit', 'brauch']"
27,sum,0.0554097531455489,0.07305995551996775,4884,"['mensch', 'land', 'mehr', 'sozial', 'kind', 'arbeit', 'deutschland', 'arbeitslos', 'polit', 'brauch']"
28,direct,0.0590204763944923,0.0587789042837136,4871,"['herr', 'sag', 'gesagt', 'red', 'dam', 'herrn', 'frau', 'minist', 'regier', 'polit']"
28,list,0.0508119220659282,0.0668884025276614,4871,"['herr', 'sag', 'gesagt', 'red', 'dam', 'herrn', 'frau', 'minist', 'regier', 'polit']"
28,sum,0.08032216026317435,0.0962778546695182,4871,"['herr', 'sag', 'gesagt', 'red', 'dam', 'herrn', 'frau', 'minist', 'regier', 'polit']"
29,direct,0.0827312015162176,0.0715760397272342,4880,"['sag', 'ganz', 'thema', 'glaub', 'frag', 'punkt', 'bereich', 'schon', 'gut', 'gibt']"
29,list,0.0500163124575677,0.0564524004439718,4880,"['sag', 'ganz', 'thema', 'glaub', 'frag', 'punkt', 'bereich', 'schon', 'gut', 'gibt']"
29,sum,0.0913819132156765,0.09224042030758889,4880,"['sag', 'ganz', 'thema', 'glaub', 'frag', 'punkt', 'bereich', 'schon', 'gut', 'gibt']"
