,index,surname,first_name,name,birth_date,twitter_url,handle,wikipedia,in_current_parliament
14,89,Ciobo,Steven,Steven Ciobo,1974-05-29,https://twitter.com/stevenciobo,@stevenciobo,http://en.wikipedia.org/wiki/Steven_Ciobo,1
15,90,Bowen,Chris,Chris Bowen,1973-01-17,https://twitter.com/Bowenchris,@Bowenchris,http://en.wikipedia.org/wiki/Chris_Bowen,1
16,91,Mitchell,Brian,Brian Mitchell,1967-07-16,https://twitter.com/brianmitchellmp,@brianmitchellmp,,1
17,103,Khalil,Peter,Peter Khalil,1973-03-23,https://twitter.com/PeterKhalilMP,@PeterKhalilMP,,1
18,107,Pitt,Keith,Keith Pitt,1969-08-31,https://twitter.com/keithjpitt,@keithjpitt,,1
19,108,Swan,Wayne,Wayne Swan,1954-06-30,https://twitter.com/SwannyQLD,@SwannyQLD,http://en.wikipedia.org/wiki/Wayne_Swan,1
20,111,O'Toole,Cathy,Cathy O'Toole,1956-08-30,https://twitter.com/c_otoole,@c_otoole,,1
21,114,Laming,Andrew,Andrew Laming,1966-09-30,https://twitter.com/AndrewLamingMP,@AndrewLamingMP,http://en.wikipedia.org/wiki/Andrew_Laming,1
22,115,Feeney,David,David Feeney,1970-03-05,https://twitter.com/Feeney4Batman,@Feeney4Batman,,1
23,118,Brodtmann,Gai,Gai Brodtmann,1963-11-24,https://twitter.com/GaiBrodtmannMP,@GaiBrodtmannMP,,1
24,125,Owens,Julie,Julie Owens,1958-10-17,https://twitter.com/JulieOwensMP,@JulieOwensMP,http://en.wikipedia.org/wiki/Julie_Owens,1
25,126,Price,Melissa,Melissa Price,1963-12-12,https://twitter.com/Melissa4Durack,@Melissa4Durack,,1
26,130,Hammond,Tim,Tim Hammond,1975-03-25,https://twitter.com/TimHammond1,@TimHammond1,,1
27,133,Burney,Linda,Linda Burney,1957-04-25,https://twitter.com/lindaburneymp,@lindaburneymp,,1
28,134,Marles,Richard,Richard Marles,1967-07-13,https://twitter.com/RichardMarlesMP,@RichardMarlesMP,http://en.wikipedia.org/wiki/Richard_Marles,1
29,136,Joyce,Barnaby,Barnaby Joyce,1967-04-17,https://twitter.com/Barnaby_Joyce,@Barnaby_Joyce,,1
30,141,Fletcher,Paul,Paul Fletcher,1965-01-16,https://twitter.com/PaulFletcherMP,@PaulFletcherMP,http://en.wikipedia.org/wiki/Paul_Fletcher_(politician),1
31,146,Christensen,George,George Christensen,1978-06-30,https://twitter.com/GChristensenMP,@GChristensenMP,,1
32,148,Coleman,David,David Coleman,1974-03-05,https://twitter.com/DavidColemanMP,@DavidColemanMP,,1
33,163,Chalmers,Jim,Jim Chalmers,1978-03-02,https://twitter.com/JEChalmers,@JEChalmers,,1
34,168,Wicks,Lucy,Lucy Wicks,1973-01-01,https://twitter.com/LucyWicksMP,@LucyWicksMP,,1
35,171,Bird,Sharon,Sharon Bird,1962-11-15,https://twitter.com/SharonBirdMP,@SharonBirdMP,http://en.wikipedia.org/wiki/Sharon_Bird,1
36,181,Gillespie,David,David Gillespie,1957-12-20,https://twitter.com/DaveGillespieMP,@DaveGillespieMP,,1
37,187,Champion,Nick,Nick Champion,1972-02-27,https://twitter.com/NickChampionMP,@NickChampionMP,http://en.wikipedia.org/wiki/Nick_Champion,1
38,192,Turnbull,Malcolm,Malcolm Turnbull,1954-10-24,https://twitter.com/TurnbullMalcolm,@TurnbullMalcolm,http://en.wikipedia.org/wiki/Malcolm_Turnbull,1
39,194,Leigh,Andrew,Andrew Leigh,1972-08-03,https://twitter.com/ALEIGHMP,@ALEIGHMP,,1
40,196,Gee,Andrew,Andrew Gee,1968-09-13,https://twitter.com/AndrewGeeMP,@AndrewGeeMP,,1
41,198,Albanese,Anthony,Anthony Albanese,1963-03-02,https://twitter.com/AlboMP,@AlboMP,http://en.wikipedia.org/wiki/Anthony_Albanese,1
42,203,Swanson,Meryl,Meryl Swanson,1970-09-03,https://twitter.com/MerylSwanson,@MerylSwanson,,1
43,207,Taylor,Angus,Angus Taylor,1966-09-30,https://twitter.com/angustaylormp,@angustaylormp,,1
44,211,McVeigh,John,John McVeigh,1965-05-13,https://twitter.com/JohnJMcVeigh,@JohnJMcVeigh,,1
45,213,Neumann,Shayne,Shayne Neumann,1961-08-26,https://twitter.com/ShayneNeumannMP,@ShayneNeumannMP,http://en.wikipedia.org/wiki/Shayne_Neumann,1
46,217,Sharkie,Rebekha,Rebekha Sharkie,1972-08-24,https://twitter.com/makemayomatter,@makemayomatter,,1
47,221,Dreyfus,Mark,Mark Dreyfus,1956-10-03,https://twitter.com/markdreyfusQCMP,@markdreyfusQCMP,http://en.wikipedia.org/wiki/Mark_Dreyfus,1
48,224,Sudmalis,Ann,Ann Sudmalis,1955-09-16,https://twitter.com/Ann_SudmalisMP,@Ann_SudmalisMP,,1
49,226,Perrett,Graham,Graham Perrett,1966-01-05,https://twitter.com/GrahamPerrettMP,@GrahamPerrettMP,http://en.wikipedia.org/wiki/Graham_Perrett,1
50,227,Crewther,Chris,Chris Crewther,1983-08-06,https://twitter.com/ChrisCrewtherMP,@ChrisCrewtherMP,,1
51,231,Van Manen,Bert,Bert Van Manen,1965-03-24,https://twitter.com/bertvanmanen,@bertvanmanen,,1
52,233,Banks,Julia,Julia Banks,1962-09-18,https://twitter.com/juliabanksmp,@juliabanksmp,,1
53,235,Keenan,Michael,Michael Keenan,1972-03-19,https://twitter.com/MichaelKeenanMP,@MichaelKeenanMP,http://en.wikipedia.org/wiki/Michael_Keenan,1
54,240,Butler,Mark,Mark Butler,1970-07-08,https://twitter.com/Mark_Butler_MP,@Mark_Butler_MP,http://en.wikipedia.org/wiki/Mark_Butler,1
55,242,Henderson,Sarah,Sarah Henderson,1964-04-04,https://twitter.com/SHendersonMP,@SHendersonMP,,1
56,245,McGowan,Cathy,Cathy McGowan,1953-11-29,https://twitter.com/Indigocathy,@Indigocathy,,1
57,246,Ryan,Joanne,Joanne Ryan,1961-07-29,https://twitter.com/JoanneRyanLalor,@JoanneRyanLalor,,1
58,249,Hill,Julian,Julian Hill,1973-06,https://twitter.com/JulianHillMP,@JulianHillMP,,1
59,250,Jones,Stephen,Stephen Jones,1965-06-29,https://twitter.com/StephenJonesMP,@StephenJonesMP,,1
60,251,Wilson,Josh,Josh Wilson,1972-06-05,https://twitter.com/joshwilsonmp,,,1
61,257,Hunt,Greg,Greg Hunt,1965-11-18,https://twitter.com/greghuntmp,@greghuntmp,http://en.wikipedia.org/wiki/Greg_Hunt,1
62,261,Wilson,Tim,Tim Wilson,1980-03-12,https://twitter.com/timwilsoncomau,@timwilsoncomau,,1
63,263,Katter,Bob,Bob Katter,1945-05-22,https://twitter.com/RealBobKatter,@RealBobKatter,http://en.wikipedia.org/wiki/Bob_Katter,1
64,269,Broadbent,Russell,Russell Broadbent,1950-12-25,https://twitter.com/BroadbentMP,@BroadbentMP,http://en.wikipedia.org/wiki/Russell_Broadbent,1
65,270,Broad,Andrew,Andrew Broad,1975-07-02,https://twitter.com/broad4mallee,@broad4mallee,,1
66,273,Bandt,Adam,Adam Bandt,1972-03-11,https://twitter.com/adambandt,@adambandt,,1
67,275,Hart,Ross,Ross Hart,1960-06-04,https://twitter.com/RossHartMP,@RossHartMP,,1
68,280,Hartsuyker,Luke,Luke Hartsuyker,1959-04-28,https://twitter.com/Luke_Hartsuyker,@Luke_Hartsuyker,http://en.wikipedia.org/wiki/Luke_Hartsuyker,1
69,281,Buchholz,Scott,Scott Buchholz,1968-03-27,https://twitter.com/ScottBuchholzMP,@ScottBuchholzMP,,1
70,288,Dick,Milton,Milton Dick,1972-07-21,https://twitter.com/MiltonDickMP,@MiltonDickMP,,1
71,296,Abbott,Tony,Tony Abbott,1957-11-04,https://twitter.com/TonyAbbottMHR,@TonyAbbottMHR,http://en.wikipedia.org/wiki/Tony_Abbott,1
72,302,Pyne,Christopher,Christopher Pyne,1967-08-13,https://twitter.com/CPyne,@CPyne,http://en.wikipedia.org/wiki/Christopher_Pyne,1
73,309,Dutton,Peter,Peter Dutton,1970-11-18,https://twitter.com/PeterDutton_MP,@PeterDutton_MP,http://en.wikipedia.org/wiki/Peter_Dutton,1
74,310,Pasin,Tony,Tony Pasin,1977-10-01,https://twitter.com/TonyPasin,@TonyPasin,,1
75,311,Wood,Jason,Jason Wood,1968-05-24,https://twitter.com/JasonWood_MP,@JasonWood_MP,http://en.wikipedia.org/wiki/Jason_Wood_(politician),1
76,312,King,Madeleine,Madeleine King,1973-03-31,https://twitter.com/MadeleineMHKing,@MadeleineMHKing,,1
77,313,Hogan,Kevin,Kevin Hogan,1963-08-11,https://twitter.com/KevinHoganMP,@KevinHoganMP,,1
78,320,Laundy,Craig,Craig Laundy,1971-02-16,https://twitter.com/LaundyCraigMP,@LaundyCraigMP,,1
79,326,Burke,Tony,Tony Burke,1969-11-04,https://twitter.com/tony_burke,@tony_burke,http://en.wikipedia.org/wiki/Tony_Burke,1
80,329,Byrne,Anthony,Anthony Byrne,1962-12-01,https://twitter.com/AnthonyByrne_MP,@AnthonyByrne_MP,http://en.wikipedia.org/wiki/Anthony_Byrne,1
81,332,Leeser,Julian,Julian Leeser,1976-05-25,https://twitter.com/JulianLeeser,@JulianLeeser,,1
82,334,Porter,Christian,Christian Porter,1970-07-11,https://twitter.com/cporterwa,@cporterwa,,1
83,335,Mitchell,Rob,Rob Mitchell,1967-09-09,https://twitter.com/RobMitchellMP,@RobMitchellMP,,1
84,336,Keay,Justine,Justine Keay,1975-03-18,https://twitter.com/justinekeay,@justinekeay,,1
85,337,Morrison,Scott,Scott Morrison,1968-05-13,https://twitter.com/ScottMorrisonMP,@ScottMorrisonMP,http://en.wikipedia.org/wiki/Scott_Morrison_(politician),1
86,338,O'Neil,Clare,Clare O'Neil,1980-09-12,https://twitter.com/ClareONeilMP,@ClareONeilMP,,1
87,339,Hayes,Chris,Chris Hayes,1955-07-17,https://twitter.com/JulieCollinsMP,@JulieCollinsMP,http://en.wikipedia.org/wiki/Chris_Hayes_(politician),1
88,347,Butler,Terri,Terri Butler,1977-11-28,https://twitter.com/terrimbutler,@terrimbutler,,1
89,354,O'Dowd,Ken,Ken O'Dowd,1950-06-30,https://twitter.com/KenODowdMP,@KenODowdMP,,1
90,356,Kelly,Mike,Mike Kelly,1960-02-23,https://twitter.com/MikeKellyofEM,@MikeKellyofEM,http://en.wikipedia.org/wiki/Mike_Kelly_(politician),1
91,363,Wilkie,Andrew,Andrew Wilkie,1961-11-08,https://twitter.com/WilkieMP,@WilkieMP,,1
92,369,Robert,Stuart,Stuart Robert,1970-12-11,https://twitter.com/stuartrobertmp,@stuartrobertmp,http://en.wikipedia.org/wiki/Stuart_Robert,1
93,373,Danby,Michael,Michael Danby,1955-02-16,https://twitter.com/MichaelDanbyMP,@MichaelDanbyMP,http://en.wikipedia.org/wiki/Michael_Danby,1
94,378,O'Connor,Brendan,Brendan O'Connor,1962-03-02,https://twitter.com/BOConnorMP,@BOConnorMP,http://en.wikipedia.org/wiki/Brendan_O%27Connor,1
95,383,Husic,Ed,Ed Husic,1970-02-03,https://twitter.com/edhusicMP,,,1
96,387,O'Brien,Ted,Ted O'Brien,1974-05-07,https://twitter.com/Ted4Fairfax,@Ted4Fairfax,,1
97,389,Conroy,Pat,Pat Conroy,1979-05-10,https://twitter.com/PatConroy1,@PatConroy1,,1
98,391,Thistlethwaite,Matt,Matt Thistlethwaite,1972-09-06,https://twitter.com/MThistlethwaite,@MThistlethwaite,,1
99,404,Elliot,Justine,Justine Elliot,1967-07-29,https://twitter.com/JElliotMP,@JElliotMP,http://en.wikipedia.org/wiki/Justine_Elliot,1
100,409,Irons,Steve,Steve Irons,1958-09-01,https://twitter.com/SteveIronsMP,@SteveIronsMP,http://en.wikipedia.org/wiki/Steve_Irons,1
101,415,Rowland,Michelle,Michelle Rowland,1971-11-16,https://twitter.com/MRowlandMP,@MRowlandMP,,1
102,418,Falinski,Jason,Jason Falinski,1970-08-24,https://twitter.com/jasonfalinskiMP,@jasonfalinskiMP,,1
103,423,Howarth,Luke,Luke Howarth,1972-06-06,https://twitter.com/LukeHowarthMP,@LukeHowarthMP,,1
104,428,Andrews,Karen,Karen Andrews,1960-08-23,https://twitter.com/karenandrewsmp,@karenandrewsmp,,1
105,429,Templeman,Susan,Susan Templeman,1963-07-30,https://twitter.com/stemplemanmp,@stemplemanmp,,1
106,430,Coulton,Mark,Mark Coulton,1958-02-03,https://twitter.com/MarkCoultonMP,@MarkCoultonMP,http://en.wikipedia.org/wiki/Mark_Coulton,1
107,439,Wilson,Rick,Rick Wilson,1966-01-02,https://twitter.com/RickWilsonMP,,,1
108,442,Giles,Andrew,Andrew Giles,1973-07-31,https://twitter.com/andrewjgiles,@andrewjgiles,,1
109,443,Sukkar,Michael,Michael Sukkar,1981-09-11,https://twitter.com/MichaelSukkarMP,@MichaelSukkarMP,,1
110,445,Keogh,Matt,Matt Keogh,1981-11-11,https://twitter.com/mattkeogh,@mattkeogh,,1
111,446,Goodenough,Ian,Ian Goodenough,1975-07-03,https://twitter.com/IanGoodenoughMP,@IanGoodenoughMP,,1
112,450,Hawke,Alex,Alex Hawke,1977-07-09,https://twitter.com/alexhawkemp,@alexhawkemp,http://en.wikipedia.org/wiki/Alex_Hawke,1
113,451,Drum,Damian,Damian Drum,1960-07-28,https://twitter.com/Damiandrumnat,@Damiandrumnat,,1
114,453,Frydenberg,Josh,Josh Frydenberg,1971-07-17,https://twitter.com/JoshFrydenberg,@JoshFrydenberg,,1
115,456,Kelly,Craig,Craig Kelly,1963-09-29,https://twitter.com/CraigKellyMP,@CraigKellyMP,,1
116,457,Tudge,Alan,Alan Tudge,1971-02-24,https://twitter.com/AlanTudgeMP,@AlanTudgeMP,,1
117,464,Snowdon,Warren,Warren Snowdon,1950-03-30,https://twitter.com/manwiththemo,@manwiththemo,http://en.wikipedia.org/wiki/Warren_Snowdon,1
118,465,Claydon,Sharon,Sharon Claydon,1964-04-26,https://twitter.com/SharonClaydon,@SharonClaydon,,1
119,468,McCormack,Michael,Michael McCormack,1964-08-02,https://twitter.com/M_McCormackMP,@M_McCormackMP,,1
120,472,Prentice,Jane,Jane Prentice,1953-06-22,https://twitter.com/JanePrentice_MP,@JanePrentice_MP,,1
121,476,Littleproud,David,David Littleproud,1976-09-04,https://twitter.com/D_LittleproudMP,@D_LittleproudMP,,1
122,479,Stanley,Anne,Anne Stanley,1961-10-06,https://twitter.com/annewerriwa,@annewerriwa,,1
123,480,Chester,Darren,Darren Chester,1967-09-13,https://twitter.com/DarrenChesterMP,@DarrenChesterMP,http://en.wikipedia.org/wiki/Darren_Chester,1
124,482,Smith,Tony,Tony Smith,1967-03-13,https://twitter.com/TonySmithMP,@TonySmithMP,http://en.wikipedia.org/wiki/Tony_Smith_(Victorian_politician),1
125,483,Shorten,Bill,Bill Shorten,1967-05-12,https://twitter.com/billshortenmp,@billshortenmp,http://en.wikipedia.org/wiki/Bill_Shorten,1
126,491,O'Dwyer,Kelly,Kelly O'Dwyer,1977-03-31,https://twitter.com/kellyodwyer,@kellyodwyer,http://en.wikipedia.org/wiki/Kelly_O%27Dwyer,1
127,492,McBride,Emma,Emma McBride,1975-04-27,https://twitter.com/Emma4Dobell,@Emma4Dobell,,1
128,496,O'Brien,Llew,Llew O'Brien,1972-06-26,https://twitter.com/LlewOBrienMP,@LlewOBrienMP,,1
129,497,Gosling,Luke,Luke Gosling,1971-09-17,https://twitter.com/lukejgosling,@lukejgosling,,1
130,499,Ellis,Kate,Kate Ellis,1977-09-22,https://twitter.com/KateEllisMP,@KateEllisMP,http://en.wikipedia.org/wiki/Kate_Ellis,1
131,500,King,Catherine,Catherine King,1966-06-02,https://twitter.com/CatherineKingMP,@CatherineKingMP,http://en.wikipedia.org/wiki/Catherine_King,1
132,501,Tehan,Dan,Dan Tehan,1968-01-27,https://twitter.com/DanTehanWannon,@DanTehanWannon,,1
133,502,Lamb,Susan,Susan Lamb,1972-03-23,https://twitter.com/SusanLambMP,@SusanLambMP,,1
134,503,Rishworth,Amanda,Amanda Rishworth,1978-07-10,https://twitter.com/AmandaRishworth,@AmandaRishworth,http://en.wikipedia.org/wiki/Amanda_Rishworth,1
135,507,Georganas,Steve,Steve Georganas,1959-06-13,https://twitter.com/stevegeorganas,@stevegeorganas,http://en.wikipedia.org/wiki/Steve_Georganas,1
136,511,Collins,Julie,Julie Collins,1971-07-03,https://twitter.com/JulieCollinsMP,@JulieCollinsMP,http://en.wikipedia.org/wiki/Julie_Collins,1
